study,year,cultivar,fungic,rep,sev,yield,Yld_level,YR_class,gr_hab,sev_check
52,2015,M9144_RR,ZZ_CHECK,4,52,1475,1Low,2High,D,52
53,2016,M8210_IPRO,AZ_BF[0.2],1,5,3511,2High,2High,D,22.5
53,2016,M8210_IPRO,AZ_BF[0.2],2,6,3447,2High,2High,D,22.5
53,2016,M8210_IPRO,AZ_BF[0.2],3,5,3105,2High,2High,D,22.5
53,2016,M8210_IPRO,AZ_BF[0.2],4,6,3498,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],1,4,3677,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],2,3,3517,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],3,3,3747,2High,2High,D,22.5
53,2016,M8210_IPRO,BIXA_PROT_TRIF[0.5],4,4,3514,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],1,12,3540,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],2,10,3115,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],3,12,3143,2High,2High,D,22.5
53,2016,M8210_IPRO,CUP[1],4,10,3040,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],1,4,3491,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],2,3,3442,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],3,4,3332,2High,2High,D,22.5
53,2016,M8210_IPRO,EPO_FLUX_PYRA[0.8],4,3,3882,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],1,3,3832,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],2,3,3142,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],3,3,3704,2High,2High,D,22.5
53,2016,M8210_IPRO,FLUX_PYRA[0.35],4,3,3614,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],1,8,3549,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],2,10,3604,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],3,8,3313,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[2],4,10,3739,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],1,10,3955,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],2,12,3382,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],3,10,3104,2High,2High,D,22.5
53,2016,M8210_IPRO,MZB[3],4,10,3483,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],1,4,3600,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],2,6,3058,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],3,5,3481,2High,2High,D,22.5
53,2016,M8210_IPRO,PROT_TRIF[0.4],4,4,3524,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,1,20,3296,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,2,25,3287,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,3,20,3055,2High,2High,D,22.5
53,2016,M8210_IPRO,ZZ_CHECK,4,25,3041,2High,2High,D,22.5
57,2016,M9144_RR,AZ_BF[0.2],1,44.8,2403,1Low,2High,D,49.9
57,2016,M9144_RR,AZ_BF[0.2],2,44.8,2415,1Low,2High,D,49.9
57,2016,M9144_RR,AZ_BF[0.2],3,46.9,2087,1Low,2High,D,49.9
57,2016,M9144_RR,AZ_BF[0.2],4,47.25,2103,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],1,25.9,2480,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],2,22.4,2749,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],3,21.7,2344,1Low,2High,D,49.9
57,2016,M9144_RR,BIXA_PROT_TRIF[0.5],4,23.45,2447,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],1,32.199999999999996,2524,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],2,31.15,2432,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],3,36.75,2571,1Low,2High,D,49.9
57,2016,M9144_RR,CUP[1],4,37.099999999999994,2354,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],1,26.599999999999998,2762,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],2,21.7,2503,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],3,21,2049,1Low,2High,D,49.9
57,2016,M9144_RR,EPO_FLUX_PYRA[0.8],4,22.4,2954,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],1,29.4,2534,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],2,23.099999999999998,2681,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],3,23.799999999999997,2470,1Low,2High,D,49.9
57,2016,M9144_RR,FLUX_PYRA[0.35],4,25.2,2658,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],1,23.099999999999998,2462,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],2,19.599999999999998,2859,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],3,25.2,2358,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[2],4,21.7,2402,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],1,23.799999999999997,2599,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],2,21.7,2392,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],3,23.799999999999997,2659,1Low,2High,D,49.9
57,2016,M9144_RR,MZB[3],4,23.799999999999997,2512,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],1,35.349999999999994,2499,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],2,28,2610,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],3,43.4,2677,1Low,2High,D,49.9
57,2016,M9144_RR,PROT_TRIF[0.4],4,28.349999999999998,2127,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,1,56,1965,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,2,48.3,1999,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,3,49,2084,1Low,2High,D,49.9
57,2016,M9144_RR,ZZ_CHECK,4,46.199999999999996,2290,1Low,2High,D,49.9
58,2016,TMG2281_IPRO,AZ_BF[0.2],1,17,3910,2High,2High,D,27
58,2016,TMG2281_IPRO,AZ_BF[0.2],2,22,4190,2High,2High,D,27
58,2016,TMG2281_IPRO,AZ_BF[0.2],3,20,3875,2High,2High,D,27
58,2016,TMG2281_IPRO,AZ_BF[0.2],4,18,3518,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],1,10,4286,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],2,12,3882,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],3,11,4333,2High,2High,D,27
58,2016,TMG2281_IPRO,BIXA_PROT_TRIF[0.5],4,15,3904,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],1,15,3933,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],2,18,3330,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],3,15,3569,2High,2High,D,27
58,2016,TMG2281_IPRO,CUP[1],4,13,3653,2High,2High,D,27
58,2016,TMG2281_IPRO,EPO_FLUX_PYRA[0.8],1,8,4400,2High,2High,D,27
58,2016,TMG2281_IPRO,EPO_FLUX_PYRA[0.8],2,6,4392,2High,2High,D,27
58,2016,TMG2281_IPRO,EPO_FLUX_PYRA[0.8],3,6,4477,2High,2High,D,27
58,2016,TMG2281_IPRO,EPO_FLUX_PYRA[0.8],4,7,3848,2High,2High,D,27
58,2016,TMG2281_IPRO,FLUX_PYRA[0.35],1,10,3997,2High,2High,D,27
58,2016,TMG2281_IPRO,FLUX_PYRA[0.35],2,12,3926,2High,2High,D,27
58,2016,TMG2281_IPRO,FLUX_PYRA[0.35],3,9,4012,2High,2High,D,27
58,2016,TMG2281_IPRO,FLUX_PYRA[0.35],4,10,4076,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[2],1,20,4080,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[2],2,20,3892,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[2],3,22,3487,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[2],4,17,3033,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[3],1,18,3968,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[3],2,20,3534,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[3],3,17,3528,2High,2High,D,27
58,2016,TMG2281_IPRO,MZB[3],4,21,3525,2High,2High,D,27
58,2016,TMG2281_IPRO,PROT_TRIF[0.4],1,17,4591,2High,2High,D,27
58,2016,TMG2281_IPRO,PROT_TRIF[0.4],2,15,4117,2High,2High,D,27
58,2016,TMG2281_IPRO,PROT_TRIF[0.4],3,16,3434,2High,2High,D,27
58,2016,TMG2281_IPRO,PROT_TRIF[0.4],4,18,4111,2High,2High,D,27
58,2016,TMG2281_IPRO,ZZ_CHECK,1,25,3426,2High,2High,D,27
58,2016,TMG2281_IPRO,ZZ_CHECK,2,26,3771,2High,2High,D,27
58,2016,TMG2281_IPRO,ZZ_CHECK,3,27,3101,2High,2High,D,27
58,2016,TMG2281_IPRO,ZZ_CHECK,4,30,3426,2High,2High,D,27
59,2016,TMG803,AZ_BF[0.2],1,30,3410,2High,2High,D,45.5
59,2016,TMG803,AZ_BF[0.2],2,30,4304,2High,2High,D,45.5
59,2016,TMG803,AZ_BF[0.2],3,31,3955,2High,2High,D,45.5
59,2016,TMG803,AZ_BF[0.2],4,29,3763,2High,2High,D,45.5
59,2016,TMG803,BIXA_PROT_TRIF[0.5],1,6.5,4090,2High,2High,D,45.5
59,2016,TMG803,BIXA_PROT_TRIF[0.5],2,6.5,4215,2High,2High,D,45.5
59,2016,TMG803,BIXA_PROT_TRIF[0.5],3,7,3555,2High,2High,D,45.5
59,2016,TMG803,BIXA_PROT_TRIF[0.5],4,6,4069,2High,2High,D,45.5
59,2016,TMG803,CUP[1],1,26,3320,2High,2High,D,45.5
59,2016,TMG803,CUP[1],2,27,3967,2High,2High,D,45.5
59,2016,TMG803,CUP[1],3,28,3868,2High,2High,D,45.5
59,2016,TMG803,CUP[1],4,26,4032,2High,2High,D,45.5
59,2016,TMG803,EPO_FLUX_PYRA[0.8],1,6,3782,2High,2High,D,45.5
59,2016,TMG803,EPO_FLUX_PYRA[0.8],2,6,4592,2High,2High,D,45.5
59,2016,TMG803,EPO_FLUX_PYRA[0.8],3,5.5,3698,2High,2High,D,45.5
59,2016,TMG803,EPO_FLUX_PYRA[0.8],4,5.5,4085,2High,2High,D,45.5
59,2016,TMG803,FLUX_PYRA[0.35],1,5,3881,2High,2High,D,45.5
59,2016,TMG803,FLUX_PYRA[0.35],2,5.5,4393,2High,2High,D,45.5
59,2016,TMG803,FLUX_PYRA[0.35],3,6,4131,2High,2High,D,45.5
59,2016,TMG803,FLUX_PYRA[0.35],4,5,4294,2High,2High,D,45.5
59,2016,TMG803,MZB[2],1,28,4014,2High,2High,D,45.5
59,2016,TMG803,MZB[2],2,29,3766,2High,2High,D,45.5
59,2016,TMG803,MZB[2],3,28,3695,2High,2High,D,45.5
59,2016,TMG803,MZB[2],4,29,4041,2High,2High,D,45.5
59,2016,TMG803,MZB[3],1,30,3789,2High,2High,D,45.5
59,2016,TMG803,MZB[3],2,30,3991,2High,2High,D,45.5
59,2016,TMG803,MZB[3],3,31,4201,2High,2High,D,45.5
59,2016,TMG803,MZB[3],4,28,3664,2High,2High,D,45.5
59,2016,TMG803,PROT_TRIF[0.4],1,15,3714,2High,2High,D,45.5
59,2016,TMG803,PROT_TRIF[0.4],2,16,4691,2High,2High,D,45.5
59,2016,TMG803,PROT_TRIF[0.4],3,17,4072,2High,2High,D,45.5
59,2016,TMG803,PROT_TRIF[0.4],4,17,3787,2High,2High,D,45.5
59,2016,TMG803,ZZ_CHECK,1,45,3509,2High,2High,D,45.5
59,2016,TMG803,ZZ_CHECK,2,45,3647,2High,2High,D,45.5
59,2016,TMG803,ZZ_CHECK,3,46,3576,2High,2High,D,45.5
59,2016,TMG803,ZZ_CHECK,4,46,3406,2High,2High,D,45.5
60,2016,NA_5909_RG,AZ_BF[0.2],1,7,3991,2High,1Low,I,16.2
60,2016,NA_5909_RG,AZ_BF[0.2],2,7,3650,2High,1Low,I,16.2
60,2016,NA_5909_RG,AZ_BF[0.2],3,5,3617,2High,1Low,I,16.2
60,2016,NA_5909_RG,AZ_BF[0.2],4,5,3865,2High,1Low,I,16.2
60,2016,NA_5909_RG,BIXA_PROT_TRIF[0.5],1,1,3949,2High,1Low,I,16.2
60,2016,NA_5909_RG,BIXA_PROT_TRIF[0.5],2,3,3693,2High,1Low,I,16.2
60,2016,NA_5909_RG,BIXA_PROT_TRIF[0.5],3,1,3269,2High,1Low,I,16.2
60,2016,NA_5909_RG,BIXA_PROT_TRIF[0.5],4,3,3892,2High,1Low,I,16.2
60,2016,NA_5909_RG,CUP[1],1,10,3080,2High,1Low,I,16.2
60,2016,NA_5909_RG,CUP[1],2,7,3523,2High,1Low,I,16.2
60,2016,NA_5909_RG,CUP[1],3,7,3119,2High,1Low,I,16.2
60,2016,NA_5909_RG,CUP[1],4,7,3859,2High,1Low,I,16.2
60,2016,NA_5909_RG,EPO_FLUX_PYRA[0.8],1,3,3843,2High,1Low,I,16.2
60,2016,NA_5909_RG,EPO_FLUX_PYRA[0.8],2,2,3765,2High,1Low,I,16.2
60,2016,NA_5909_RG,EPO_FLUX_PYRA[0.8],3,2,3279,2High,1Low,I,16.2
60,2016,NA_5909_RG,EPO_FLUX_PYRA[0.8],4,1,3448,2High,1Low,I,16.2
60,2016,NA_5909_RG,FLUX_PYRA[0.35],1,2,3869,2High,1Low,I,16.2
60,2016,NA_5909_RG,FLUX_PYRA[0.35],2,2,4182,2High,1Low,I,16.2
60,2016,NA_5909_RG,FLUX_PYRA[0.35],3,2,3498,2High,1Low,I,16.2
60,2016,NA_5909_RG,FLUX_PYRA[0.35],4,1,3754,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[2],1,7,3054,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[2],2,5,3551,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[2],3,7,3621,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[2],4,7,4443,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[3],1,7,3469,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[3],2,7,3640,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[3],3,5,3291,2High,1Low,I,16.2
60,2016,NA_5909_RG,MZB[3],4,7,3789,2High,1Low,I,16.2
60,2016,NA_5909_RG,PROT_TRIF[0.4],1,1.5,3798,2High,1Low,I,16.2
60,2016,NA_5909_RG,PROT_TRIF[0.4],2,3,3762,2High,1Low,I,16.2
60,2016,NA_5909_RG,PROT_TRIF[0.4],3,1.5,3213,2High,1Low,I,16.2
60,2016,NA_5909_RG,PROT_TRIF[0.4],4,3,3998,2High,1Low,I,16.2
60,2016,NA_5909_RG,ZZ_CHECK,1,15,3031,2High,1Low,I,16.2
60,2016,NA_5909_RG,ZZ_CHECK,2,20,3669,2High,1Low,I,16.2
60,2016,NA_5909_RG,ZZ_CHECK,3,15,3450,2High,1Low,I,16.2
60,2016,NA_5909_RG,ZZ_CHECK,4,15,3680,2High,1Low,I,16.2
61,2016,M9144_RR,AZ_BF[0.2],1,5.5,1922,1Low,2High,D,12.4
61,2016,M9144_RR,AZ_BF[0.2],2,6,1991,1Low,2High,D,12.4
61,2016,M9144_RR,AZ_BF[0.2],3,6,2366,1Low,2High,D,12.4
61,2016,M9144_RR,AZ_BF[0.2],4,5.5,1977,1Low,2High,D,12.4
61,2016,M9144_RR,BIXA_PROT_TRIF[0.5],1,1.5,1955,1Low,2High,D,12.4
61,2016,M9144_RR,BIXA_PROT_TRIF[0.5],2,1.5,2058,1Low,2High,D,12.4
61,2016,M9144_RR,BIXA_PROT_TRIF[0.5],3,1.2,2404,1Low,2High,D,12.4
61,2016,M9144_RR,BIXA_PROT_TRIF[0.5],4,1.5,2389,1Low,2High,D,12.4
61,2016,M9144_RR,CUP[1],1,5.5,1691,1Low,2High,D,12.4
61,2016,M9144_RR,CUP[1],2,6,1680,1Low,2High,D,12.4
61,2016,M9144_RR,CUP[1],3,6.5,1628,1Low,2High,D,12.4
61,2016,M9144_RR,CUP[1],4,6.5,1860,1Low,2High,D,12.4
61,2016,M9144_RR,EPO_FLUX_PYRA[0.8],1,1,2376,1Low,2High,D,12.4
61,2016,M9144_RR,EPO_FLUX_PYRA[0.8],2,1.3,2512,1Low,2High,D,12.4
61,2016,M9144_RR,EPO_FLUX_PYRA[0.8],3,1.2,2211,1Low,2High,D,12.4
61,2016,M9144_RR,EPO_FLUX_PYRA[0.8],4,1.4,2225,1Low,2High,D,12.4
61,2016,M9144_RR,FLUX_PYRA[0.35],1,1.2,2039,1Low,2High,D,12.4
61,2016,M9144_RR,FLUX_PYRA[0.35],2,1.2,1987,1Low,2High,D,12.4
61,2016,M9144_RR,FLUX_PYRA[0.35],3,1.4,1955,1Low,2High,D,12.4
61,2016,M9144_RR,FLUX_PYRA[0.35],4,1.5,1891,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[2],1,5,1931,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[2],2,5,1711,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[2],3,4.5,2152,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[2],4,5.5,2030,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[3],1,6,1950,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[3],2,5,1646,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[3],3,6.5,1659,1Low,2High,D,12.4
61,2016,M9144_RR,MZB[3],4,6.5,1730,1Low,2High,D,12.4
61,2016,M9144_RR,PROT_TRIF[0.4],1,1.5,2171,1Low,2High,D,12.4
61,2016,M9144_RR,PROT_TRIF[0.4],2,2,1843,1Low,2High,D,12.4
61,2016,M9144_RR,PROT_TRIF[0.4],3,1.5,2191,1Low,2High,D,12.4
61,2016,M9144_RR,PROT_TRIF[0.4],4,2,1786,1Low,2High,D,12.4
61,2016,M9144_RR,ZZ_CHECK,1,12,1672,1Low,2High,D,12.4
61,2016,M9144_RR,ZZ_CHECK,2,13,1358,1Low,2High,D,12.4
61,2016,M9144_RR,ZZ_CHECK,3,12,1358,1Low,2High,D,12.4
61,2016,M9144_RR,ZZ_CHECK,4,12.5,1745,1Low,2High,D,12.4
63,2016,BMX_Potencia_RR,AZ_BF[0.2],1,18.8,3372,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,AZ_BF[0.2],2,21.3,3438,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,AZ_BF[0.2],3,20.4,3348,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,AZ_BF[0.2],4,17.5,3474,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,AZ_BF[0.2],5,18.1,3348,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],1,12.1,3366,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],2,13.1,3498,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],3,11.5,3414,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],4,12,3468,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],5,11.2,3534,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,CUP[1],1,13.4,3384,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,CUP[1],2,15.5,3468,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,CUP[1],3,14.7,3486,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,CUP[1],4,13.5,3354,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,CUP[1],5,13.1,3408,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],1,10.7,3486,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],2,12.5,3558,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],3,9.5,3534,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],4,10,3450,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],5,11.3,3474,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],1,10.1,3762,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],2,13.4,3528,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],3,8.6,3636,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],4,9.1,3384,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],5,10,3432,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[2],1,12.7,3516,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[2],2,14.1,3300,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[2],3,11.9,3552,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[2],4,12.1,3528,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[2],5,12.5,3366,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[3],1,15.1,3372,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[3],2,17,3426,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[3],3,14.2,3492,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[3],4,15.9,3546,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,MZB[3],5,16.1,3384,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,PROT_TRIF[0.4],1,11.7,3564,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,PROT_TRIF[0.4],2,13.1,3414,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,PROT_TRIF[0.4],3,10.5,3498,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,PROT_TRIF[0.4],4,10.9,3450,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,PROT_TRIF[0.4],5,11.5,3510,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,ZZ_CHECK,1,33.5,3366,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,ZZ_CHECK,2,30.2,3324,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,ZZ_CHECK,3,35.7,3432,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,ZZ_CHECK,4,31.6,3234,2High,1Low,I,32.7
63,2016,BMX_Potencia_RR,ZZ_CHECK,5,32.4,3384,2High,1Low,I,32.7
64,2016,BMX_Potencia_RR,AZ_BF[0.2],1,8.3,3336,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,AZ_BF[0.2],2,8.1,3282,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,AZ_BF[0.2],3,6.9,3432,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,AZ_BF[0.2],4,6.7,3144,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,AZ_BF[0.2],5,7.5,3294,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],1,5.3,3312,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],2,6.1,3246,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],3,5,3228,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],4,4.9,3252,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],5,6.5,3366,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,CUP[1],1,6.3,3228,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,CUP[1],2,7.2,3336,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,CUP[1],3,5.9,3222,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,CUP[1],4,5.4,3366,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,CUP[1],5,6.1,3288,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],1,4.4,3252,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],2,4.3,3168,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],3,3.8,3324,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],4,4.6,3204,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],5,4.1,3174,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],1,5.8,3228,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],2,6.1,3162,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],3,5.1,3324,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],4,6.2,3246,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,FLUX_PYRA[0.35],5,5.3,3192,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[2],1,5.5,3204,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[2],2,4.5,3306,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[2],3,5.9,3378,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[2],4,5.1,3168,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[2],5,5.3,3114,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[3],1,6.6,3366,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[3],2,5.4,3162,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[3],3,7.1,3252,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[3],4,6.8,3294,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,MZB[3],5,6.5,3168,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,PROT_TRIF[0.4],1,4.7,3252,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,PROT_TRIF[0.4],2,5,3300,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,PROT_TRIF[0.4],3,4.1,3294,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,PROT_TRIF[0.4],4,5.2,3228,1Low,1Low,I,14.4
64,2016,BMX_Potencia_RR,PROT_TRIF[0.4],5,4.2,3312,1Low,1Low,I,14.4
