study,year,cultivar,fungic,rep,sev,yield,Yld_level,YR_class,gr_hab,sev_check
18,2013,BMX_Potencia_RR,CZM_CM_TEBU[1],2,10.5,3186,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,CZM_CM_TEBU[1],3,7.4,3165,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,CZM_CM_TEBU[1],4,12.3,3349,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],1,23.7,3745,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],2,21.4,3777,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],3,20.5,3576,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],4,24.1,3756,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUA[1],1,23,3514,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUA[1],2,28.5,3463,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUA[1],3,22,3326,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUA[1],4,22,3495,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUO[0.4],1,46.7,3046,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUO[0.4],2,45.7,2636,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUO[0.4],3,40.3,2582,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUO[0.4],4,36.4,3012,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUX_PYRA[0.35],1,8.2,3182,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUX_PYRA[0.35],2,7.5,3265,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUX_PYRA[0.35],3,8,3204,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,FLUX_PYRA[0.35],4,6.9,3304,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,PROT_TRIF[0.4],1,15.8,3227,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,PROT_TRIF[0.4],2,10.5,3069,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,PROT_TRIF[0.4],3,14.5,3261,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,PROT_TRIF[0.4],4,11.3,3026,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,ZZ_CHECK,1,46.7,2729,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,ZZ_CHECK,2,51.2,2692,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,ZZ_CHECK,3,42.5,2687,2High,2High,I,45.7
18,2013,BMX_Potencia_RR,ZZ_CHECK,4,42.3,2651,2High,2High,I,45.7
20,2013,Syn1180_RR,AZ_SOLA[0.2],1,6,2940,2High,2High,I,26.5
20,2013,Syn1180_RR,AZ_SOLA[0.2],2,6.5,3016,2High,2High,I,26.5
20,2013,Syn1180_RR,AZ_SOLA[0.2],3,5,3041,2High,2High,I,26.5
20,2013,Syn1180_RR,AZ_SOLA[0.2],4,6,3121,2High,2High,I,26.5
20,2013,Syn1180_RR,AZ+CZM_TEBU[0.6+1],1,11,2743,2High,2High,I,26.5
20,2013,Syn1180_RR,AZ+CZM_TEBU[0.6+1],2,10.5,2776,2High,2High,I,26.5
20,2013,Syn1180_RR,AZ+CZM_TEBU[0.6+1],3,10,2781,2High,2High,I,26.5
20,2013,Syn1180_RR,AZ+CZM_TEBU[0.6+1],4,11,2883,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM[1],1,8,2732,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM[1],2,8.5,2843,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM[1],3,8,2721,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM[1],4,8,2905,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM_CM_TEBU[1],1,8,2820,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM_CM_TEBU[1],2,8,2853,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM_CM_TEBU[1],3,8.5,2725,2High,2High,I,26.5
20,2013,Syn1180_RR,CZM_CM_TEBU[1],4,8.5,2826,2High,2High,I,26.5
20,2013,Syn1180_RR,EPO_FLUX_PYRA[0.8],1,5,3522,2High,2High,I,26.5
20,2013,Syn1180_RR,EPO_FLUX_PYRA[0.8],2,5.5,3305,2High,2High,I,26.5
20,2013,Syn1180_RR,EPO_FLUX_PYRA[0.8],3,5,3506,2High,2High,I,26.5
20,2013,Syn1180_RR,EPO_FLUX_PYRA[0.8],4,5.5,3426,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUA[1],1,5,3007,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUA[1],2,5.2,2920,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUA[1],3,5.5,2966,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUA[1],4,5.3,3067,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUO[0.4],1,4,3411,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUO[0.4],2,4.5,3504,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUO[0.4],3,4.2,3410,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUO[0.4],4,4.5,3416,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUX_PYRA[0.35],1,6,3266,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUX_PYRA[0.35],2,5.5,3342,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUX_PYRA[0.35],3,5,3245,2High,2High,I,26.5
20,2013,Syn1180_RR,FLUX_PYRA[0.35],4,5.7,3457,2High,2High,I,26.5
20,2013,Syn1180_RR,PROT_TRIF[0.4],1,4,3235,2High,2High,I,26.5
20,2013,Syn1180_RR,PROT_TRIF[0.4],2,4.8,3418,2High,2High,I,26.5
20,2013,Syn1180_RR,PROT_TRIF[0.4],3,4.5,3400,2High,2High,I,26.5
20,2013,Syn1180_RR,PROT_TRIF[0.4],4,5,3467,2High,2High,I,26.5
20,2013,Syn1180_RR,ZZ_CHECK,1,28,2550,2High,2High,I,26.5
20,2013,Syn1180_RR,ZZ_CHECK,2,25,2508,2High,2High,I,26.5
20,2013,Syn1180_RR,ZZ_CHECK,3,28,2436,2High,2High,I,26.5
20,2013,Syn1180_RR,ZZ_CHECK,4,25,2511,2High,2High,I,26.5
22,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],1,1,3847,2High,1Low,I,28.1
22,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],2,2.5,4057,2High,1Low,I,28.1
22,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],3,1,3732,2High,1Low,I,28.1
22,2014,NA_5909_RG,BIXA_PROT_TRIF[0.5],4,1,4200,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM[1],1,30,3722,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM[1],2,22.5,3607,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM[1],3,16,3944,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM[1],4,29,3722,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM_CM_TEBU[1],1,10,3675,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM_CM_TEBU[1],2,7.5,3780,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM_CM_TEBU[1],3,13.5,3452,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM_CM_TEBU[1],4,10,3796,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM+CUP[1+0.5],1,17.5,3311,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM+CUP[1+0.5],2,12.5,3557,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM+CUP[1+0.5],3,16,3507,2High,1Low,I,28.1
22,2014,NA_5909_RG,CZM+CUP[1+0.5],4,27.5,3385,2High,1Low,I,28.1
22,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],1,0.5,3759,2High,1Low,I,28.1
22,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],2,1,3906,2High,1Low,I,28.1
22,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],3,1,3624,2High,1Low,I,28.1
22,2014,NA_5909_RG,EPO_FLUX_PYRA[0.8],4,1,3633,2High,1Low,I,28.1
22,2014,NA_5909_RG,FLUX_PYRA[0.35],1,1,3767,2High,1Low,I,28.1
22,2014,NA_5909_RG,FLUX_PYRA[0.35],2,1,4079,2High,1Low,I,28.1
22,2014,NA_5909_RG,FLUX_PYRA[0.35],3,5,3902,2High,1Low,I,28.1
22,2014,NA_5909_RG,FLUX_PYRA[0.35],4,1,4e3,2High,1Low,I,28.1
22,2014,NA_5909_RG,PROT_TRIF[0.4],1,5,3958,2High,1Low,I,28.1
22,2014,NA_5909_RG,PROT_TRIF[0.4],2,4,4090,2High,1Low,I,28.1
22,2014,NA_5909_RG,PROT_TRIF[0.4],3,7.5,3963,2High,1Low,I,28.1
22,2014,NA_5909_RG,PROT_TRIF[0.4],4,4,3850,2High,1Low,I,28.1
22,2014,NA_5909_RG,ZZ_CHECK,1,30,3634,2High,1Low,I,28.1
22,2014,NA_5909_RG,ZZ_CHECK,2,30,3670,2High,1Low,I,28.1
22,2014,NA_5909_RG,ZZ_CHECK,3,25,3537,2High,1Low,I,28.1
22,2014,NA_5909_RG,ZZ_CHECK,4,27.5,3722,2High,1Low,I,28.1
23,2014,TMG1179_RR,AZ_SOLA[0.2],1,40,3503,2High,1Low,D,51.2
23,2014,TMG1179_RR,AZ_SOLA[0.2],2,45,3568,2High,1Low,D,51.2
23,2014,TMG1179_RR,AZ_SOLA[0.2],3,50,3442,2High,1Low,D,51.2
23,2014,TMG1179_RR,AZ_SOLA[0.2],4,30,2674,2High,1Low,D,51.2
23,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],1,20,3618,2High,1Low,D,51.2
23,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],2,15,3333,2High,1Low,D,51.2
23,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],3,15,3410,2High,1Low,D,51.2
23,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],4,15,3467,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM[1],1,40,3645,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM[1],2,45,3068,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM[1],3,30,3675,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM[1],4,45,3021,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM_CM_TEBU[1],1,30,3788,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM_CM_TEBU[1],2,20,3166,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM_CM_TEBU[1],3,40,3277,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM_CM_TEBU[1],4,30,3922,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM+CUP[1+0.5],1,40,3176,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM+CUP[1+0.5],2,30,3324,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM+CUP[1+0.5],3,40,3003,2High,1Low,D,51.2
23,2014,TMG1179_RR,CZM+CUP[1+0.5],4,50,3043,2High,1Low,D,51.2
23,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],1,7,3273,2High,1Low,D,51.2
23,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],2,10,3404,2High,1Low,D,51.2
23,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],3,20,3495,2High,1Low,D,51.2
23,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],4,10,3533,2High,1Low,D,51.2
23,2014,TMG1179_RR,FLUX_PYRA[0.35],1,15,3393,2High,1Low,D,51.2
23,2014,TMG1179_RR,FLUX_PYRA[0.35],2,10,3606,2High,1Low,D,51.2
23,2014,TMG1179_RR,FLUX_PYRA[0.35],3,10,3529,2High,1Low,D,51.2
23,2014,TMG1179_RR,FLUX_PYRA[0.35],4,7,4063,2High,1Low,D,51.2
23,2014,TMG1179_RR,PROT_TRIF[0.4],1,10,3329,2High,1Low,D,51.2
23,2014,TMG1179_RR,PROT_TRIF[0.4],2,20,3176,2High,1Low,D,51.2
23,2014,TMG1179_RR,PROT_TRIF[0.4],3,30,3179,2High,1Low,D,51.2
23,2014,TMG1179_RR,PROT_TRIF[0.4],4,10,3343,2High,1Low,D,51.2
23,2014,TMG1179_RR,ZZ_CHECK,1,55,3345,2High,1Low,D,51.2
23,2014,TMG1179_RR,ZZ_CHECK,2,55,2995,2High,1Low,D,51.2
23,2014,TMG1179_RR,ZZ_CHECK,3,50,3295,2High,1Low,D,51.2
23,2014,TMG1179_RR,ZZ_CHECK,4,45,3555,2High,1Low,D,51.2
25,2014,TMG1179_RR,AZ_SOLA[0.2],1,20,3582.7,2High,1Low,D,22.5
25,2014,TMG1179_RR,AZ_SOLA[0.2],2,15,3584.2,2High,1Low,D,22.5
25,2014,TMG1179_RR,AZ_SOLA[0.2],3,15,3848.6,2High,1Low,D,22.5
25,2014,TMG1179_RR,AZ_SOLA[0.2],4,20,3516.1,2High,1Low,D,22.5
25,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],1,10,3441.9,2High,1Low,D,22.5
25,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],2,10,3782.1,2High,1Low,D,22.5
25,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],3,10,3616.5,2High,1Low,D,22.5
25,2014,TMG1179_RR,BIXA_PROT_TRIF[0.5],4,10,3548.5,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM[1],1,20,3946.9,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM[1],2,25,3888.9,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM[1],3,20,3598.3,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM[1],4,25,3602.4,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM_CM_TEBU[1],1,15,3258.6,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM_CM_TEBU[1],2,20,3701.8,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM_CM_TEBU[1],3,20,3025,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM_CM_TEBU[1],4,25,3723.9,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM+CUP[1+0.5],1,15,3457.6,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM+CUP[1+0.5],2,10,3831,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM+CUP[1+0.5],3,15,3697.4,2High,1Low,D,22.5
25,2014,TMG1179_RR,CZM+CUP[1+0.5],4,10,3281,2High,1Low,D,22.5
25,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],1,15,3608.3,2High,1Low,D,22.5
25,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],2,10,3613.3,2High,1Low,D,22.5
25,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],3,10,3196.2,2High,1Low,D,22.5
25,2014,TMG1179_RR,EPO_FLUX_PYRA[0.8],4,10,3326.3,2High,1Low,D,22.5
25,2014,TMG1179_RR,FLUX_PYRA[0.35],1,5,3714.3,2High,1Low,D,22.5
25,2014,TMG1179_RR,FLUX_PYRA[0.35],2,10,3542.5,2High,1Low,D,22.5
25,2014,TMG1179_RR,FLUX_PYRA[0.35],3,5,3307.3,2High,1Low,D,22.5
25,2014,TMG1179_RR,FLUX_PYRA[0.35],4,7,3233.3,2High,1Low,D,22.5
25,2014,TMG1179_RR,PROT_TRIF[0.4],1,20,3732.4,2High,1Low,D,22.5
25,2014,TMG1179_RR,PROT_TRIF[0.4],2,15,3483.4,2High,1Low,D,22.5
25,2014,TMG1179_RR,PROT_TRIF[0.4],3,25,3459.5,2High,1Low,D,22.5
25,2014,TMG1179_RR,PROT_TRIF[0.4],4,25,3550.6,2High,1Low,D,22.5
25,2014,TMG1179_RR,ZZ_CHECK,1,25,3967.1,2High,1Low,D,22.5
25,2014,TMG1179_RR,ZZ_CHECK,2,25,3528.2,2High,1Low,D,22.5
25,2014,TMG1179_RR,ZZ_CHECK,3,20,3616.5,2High,1Low,D,22.5
25,2014,TMG1179_RR,ZZ_CHECK,4,20,3073.1,2High,1Low,D,22.5
27,2014,TMG803,AZ_SOLA[0.2],1,13,3842,2High,1Low,D,33.2
27,2014,TMG803,AZ_SOLA[0.2],2,13.5,3804,2High,1Low,D,33.2
27,2014,TMG803,AZ_SOLA[0.2],3,10,3962,2High,1Low,D,33.2
27,2014,TMG803,AZ_SOLA[0.2],4,9,3881,2High,1Low,D,33.2
27,2014,TMG803,BIXA_PROT_TRIF[0.5],1,2.5,3524,2High,1Low,D,33.2
27,2014,TMG803,BIXA_PROT_TRIF[0.5],2,2,4346,2High,1Low,D,33.2
27,2014,TMG803,BIXA_PROT_TRIF[0.5],3,3,4207,2High,1Low,D,33.2
27,2014,TMG803,BIXA_PROT_TRIF[0.5],4,2.5,3832,2High,1Low,D,33.2
27,2014,TMG803,CZM[1],1,32,3662,2High,1Low,D,33.2
27,2014,TMG803,CZM[1],2,30,4006,2High,1Low,D,33.2
27,2014,TMG803,CZM[1],3,32.5,3874,2High,1Low,D,33.2
27,2014,TMG803,CZM[1],4,32,3489,2High,1Low,D,33.2
27,2014,TMG803,CZM_CM_TEBU[1],1,17,3826,2High,1Low,D,33.2
27,2014,TMG803,CZM_CM_TEBU[1],2,18.5,4134,2High,1Low,D,33.2
27,2014,TMG803,CZM_CM_TEBU[1],3,16,3329,2High,1Low,D,33.2
27,2014,TMG803,CZM_CM_TEBU[1],4,19,3199,2High,1Low,D,33.2
27,2014,TMG803,CZM+CUP[1+0.5],1,20,3653,2High,1Low,D,33.2
27,2014,TMG803,CZM+CUP[1+0.5],2,22,3714,2High,1Low,D,33.2
27,2014,TMG803,CZM+CUP[1+0.5],3,19,3344,2High,1Low,D,33.2
27,2014,TMG803,CZM+CUP[1+0.5],4,21,3394,2High,1Low,D,33.2
27,2014,TMG803,EPO_FLUX_PYRA[0.8],1,3,3751,2High,1Low,D,33.2
27,2014,TMG803,EPO_FLUX_PYRA[0.8],2,2.5,3954,2High,1Low,D,33.2
27,2014,TMG803,EPO_FLUX_PYRA[0.8],3,3,3416,2High,1Low,D,33.2
27,2014,TMG803,EPO_FLUX_PYRA[0.8],4,3,3838,2High,1Low,D,33.2
27,2014,TMG803,FLUX_PYRA[0.35],1,3,3885,2High,1Low,D,33.2
27,2014,TMG803,FLUX_PYRA[0.35],2,2.5,3902,2High,1Low,D,33.2
27,2014,TMG803,FLUX_PYRA[0.35],3,2.5,3174,2High,1Low,D,33.2
27,2014,TMG803,FLUX_PYRA[0.35],4,2.5,3853,2High,1Low,D,33.2
27,2014,TMG803,PROT_TRIF[0.4],1,6,3938,2High,1Low,D,33.2
27,2014,TMG803,PROT_TRIF[0.4],2,5,4111,2High,1Low,D,33.2
27,2014,TMG803,PROT_TRIF[0.4],3,6,3661,2High,1Low,D,33.2
27,2014,TMG803,PROT_TRIF[0.4],4,6,3660,2High,1Low,D,33.2
27,2014,TMG803,ZZ_CHECK,1,33,3819,2High,1Low,D,33.2
27,2014,TMG803,ZZ_CHECK,2,32,3916,2High,1Low,D,33.2
27,2014,TMG803,ZZ_CHECK,3,35,3656,2High,1Low,D,33.2
27,2014,TMG803,ZZ_CHECK,4,33,3083,2High,1Low,D,33.2
28,2014,BMX_Potencia_RR,AZ_SOLA[0.2],1,0.2,4715.1,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,AZ_SOLA[0.2],2,0.4,4473.8,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,AZ_SOLA[0.2],3,0.4,4232.4,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,AZ_SOLA[0.2],4,0.4,4122.3,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],1,0.2,4829.2,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],2,2.2,4868.9,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],3,1.4,4301.5,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,BIXA_PROT_TRIF[0.5],4,0.8,4236.9,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM[1],1,9.2,3919.4,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM[1],2,9.399999999999999,4269.5,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM[1],3,8.2,3764.5,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM[1],4,8.799999999999999,4531.7,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM_CM_TEBU[1],1,3,4003.3,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM_CM_TEBU[1],2,3.4000000000000004,4841.3,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM_CM_TEBU[1],3,2.2,4328.6,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM_CM_TEBU[1],4,3.6,4097.2,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM+CUP[1+0.5],1,5,4495.2,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM+CUP[1+0.5],2,5.6000000000000005,4065.5,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM+CUP[1+0.5],3,7,4579.5,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,CZM+CUP[1+0.5],4,5.4,4432.2,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],1,0.4,4690.8,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],2,0.6000000000000001,4387.3,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],3,0.2,4424.7,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,EPO_FLUX_PYRA[0.8],4,0.2,4100.8,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,FLUX_PYRA[0.35],1,0.2,4137.6,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,FLUX_PYRA[0.35],2,0.8,4786.2,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,FLUX_PYRA[0.35],3,0.4,4521.7,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,FLUX_PYRA[0.35],4,0.2,4322.7,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,PROT_TRIF[0.4],1,0.6000000000000001,4322.5,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,PROT_TRIF[0.4],2,1,4151.2,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,PROT_TRIF[0.4],3,0.8,4453.2,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,PROT_TRIF[0.4],4,0.6000000000000001,4041.6,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,ZZ_CHECK,1,15,3985.1,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,ZZ_CHECK,2,16,4304.6,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,ZZ_CHECK,3,17.4,4433.1,2High,1Low,I,15.8
28,2014,BMX_Potencia_RR,ZZ_CHECK,4,14.6,4286.3,2High,1Low,I,15.8
29,2014,BRSGO_8151_RR,AZ_SOLA[0.2],1,5.4,4170,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,AZ_SOLA[0.2],2,5.5,4100,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,AZ_SOLA[0.2],3,5.35,4160,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,AZ_SOLA[0.2],4,5.15,4190,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,BIXA_PROT_TRIF[0.5],1,4.55,4320,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,BIXA_PROT_TRIF[0.5],2,4.75,4280,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,BIXA_PROT_TRIF[0.5],3,4.8,4220,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,BIXA_PROT_TRIF[0.5],4,4.15,4e3,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM[1],1,7.9,4040,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM[1],2,11.1,4185,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM[1],3,11.8,4060,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM[1],4,8.9,4210,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM_CM_TEBU[1],1,7.15,4210,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM_CM_TEBU[1],2,6.3,4165,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM_CM_TEBU[1],3,5.95,4030,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM_CM_TEBU[1],4,6.5,4240,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM+CUP[1+0.5],1,7.74,4110,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM+CUP[1+0.5],2,7.55,4170,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM+CUP[1+0.5],3,6.6,4080,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,CZM+CUP[1+0.5],4,6.95,4130,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,EPO_FLUX_PYRA[0.8],1,5.25,4230,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,EPO_FLUX_PYRA[0.8],2,5.5,4220,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,EPO_FLUX_PYRA[0.8],3,5.45,4200,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,EPO_FLUX_PYRA[0.8],4,6.35,4195,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,FLUX_PYRA[0.35],1,5.45,4190,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,FLUX_PYRA[0.35],2,3.95,4305,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,FLUX_PYRA[0.35],3,5.55,4170,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,FLUX_PYRA[0.35],4,6,4190,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,PROT_TRIF[0.4],1,4.4,4700,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,PROT_TRIF[0.4],2,4.35,4830,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,PROT_TRIF[0.4],3,5,4640,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,PROT_TRIF[0.4],4,4.95,4560,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,ZZ_CHECK,1,12.05,3790,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,ZZ_CHECK,2,10.95,3560,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,ZZ_CHECK,3,10.75,3800,2High,2High,I,12.5
29,2014,BRSGO_8151_RR,ZZ_CHECK,4,16.15,3850,2High,2High,I,12.5
30,2014,BRSGO_9160_RR,AZ_SOLA[0.2],1,8.9,4130,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,AZ_SOLA[0.2],2,8,3990,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,AZ_SOLA[0.2],3,6.5,4190,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,AZ_SOLA[0.2],4,6.6,4210,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,BIXA_PROT_TRIF[0.5],1,7.1,4280,2High,2High,D,20.1
30,2014,BRSGO_9160_RR,BIXA_PROT_TRIF[0.5],2,6.7,4220,2High,2High,D,20.1
